loan_id,credit_score,annual_income,dti_ratio,loan_amount,loan_term_months,employment_years,delinq_2yrs,open_accounts,revolving_utilization_pct,home_ownership,purpose,region,origination_year,is_default,risk_grade,predicted_default_prob,predicted_risk_tier
L108790,607,47000.0,18.7,13900.0,36,1.8,1,7,32.6,MORTGAGE,other,Northeast,2025,0,D (Near-Prime),0.6453,High
L108791,700,93400.0,7.5,8700.0,60,4.7,0,8,62.7,MORTGAGE,other,Northeast,2025,0,C (Prime),0.4041,Low
L108792,680,99800.0,15.3,21900.0,60,9.2,0,6,37.1,MORTGAGE,home_improvement,South,2023,0,C (Prime),0.3828,Low
L108793,585,74800.0,2.8,11600.0,36,1.2,0,6,75.2,MORTGAGE,auto,South,2024,0,D (Near-Prime),0.6011,High
L108794,566,73700.0,30.5,13300.0,36,1.6,0,16,58.9,MORTGAGE,credit_card,Northeast,2025,0,E (Subprime),0.7517,Severe
L108795,646,75700.0,10.5,23500.0,60,5.7,1,11,34.6,RENT,small_business,West,2024,0,D (Near-Prime),0.508,Moderate
L108796,720,38900.0,18.8,9400.0,36,5.4,2,8,47.9,RENT,debt_consolidation,South,2025,0,B (Prime+),0.5747,High
L108797,710,50200.0,2.3,8600.0,36,7.4,0,7,34.8,RENT,debt_consolidation,Midwest,2024,0,B (Prime+),0.3656,Low
L108798,673,52900.0,30.5,12100.0,60,1.5,1,11,8.0,RENT,auto,West,2022,0,C (Prime),0.5414,Moderate
L108799,462,32800.0,7.5,26500.0,36,1.9,0,12,74.5,MORTGAGE,credit_card,Northeast,2024,1,E (Subprime),0.8319,Severe
L108800,645,77100.0,21.3,9900.0,60,0.7,0,6,21.8,RENT,debt_consolidation,West,2023,1,D (Near-Prime),0.5212,Moderate
L108801,629,132500.0,20.2,16500.0,36,2.4,0,8,49.7,OWN,credit_card,Northeast,2023,1,D (Near-Prime),0.4606,Moderate
L108802,656,142900.0,26.4,5300.0,36,0.9,0,6,63.3,RENT,home_improvement,South,2025,0,C (Prime),0.5234,Moderate
L108803,598,46500.0,21.8,18500.0,36,0.8,0,8,79.9,RENT,medical,Midwest,2025,1,D (Near-Prime),0.7636,Severe
L108804,649,41100.0,10.7,5600.0,36,6.5,0,8,41.1,RENT,home_improvement,South,2024,0,D (Near-Prime),0.5471,Moderate
L108805,634,34900.0,15.2,18400.0,36,13.5,0,11,23.3,RENT,auto,South,2022,0,D (Near-Prime),0.4885,Moderate
L108806,850,73000.0,27.0,17300.0,36,2.1,0,4,20.6,MORTGAGE,debt_consolidation,West,2023,0,A (Super-Prime),0.2582,Low
L108807,723,50100.0,13.3,9100.0,36,3.6,0,12,38.6,RENT,debt_consolidation,Northeast,2025,0,B (Prime+),0.4735,Moderate
L108808,665,92500.0,7.9,47500.0,36,0.1,2,10,41.5,OWN,credit_card,South,2022,0,C (Prime),0.4792,Moderate
L108809,674,30200.0,14.3,9000.0,36,2.2,0,6,43.1,RENT,other,Midwest,2025,0,C (Prime),0.5507,Moderate
L108810,670,56200.0,10.9,7000.0,60,4.2,1,1,34.6,RENT,credit_card,West,2025,0,C (Prime),0.4803,Moderate
L108811,690,38600.0,11.5,5000.0,36,9.7,2,7,37.8,MORTGAGE,debt_consolidation,West,2025,0,C (Prime),0.4996,Moderate
L108812,651,59100.0,10.6,6000.0,60,16.6,0,7,7.0,RENT,home_improvement,Northeast,2025,0,C (Prime),0.3827,Low
L108813,676,46700.0,4.9,8800.0,36,14.7,1,6,18.6,MORTGAGE,auto,South,2024,0,C (Prime),0.3493,Low
L108814,744,20800.0,26.3,15500.0,36,3.1,3,14,19.7,RENT,debt_consolidation,Midwest,2025,0,B (Prime+),0.5918,High
L108815,732,78300.0,12.0,8700.0,60,0.4,0,8,38.4,RENT,auto,Northeast,2024,0,B (Prime+),0.3849,Low
L108816,698,53400.0,20.7,31700.0,36,1.0,0,11,50.1,RENT,medical,Midwest,2023,0,C (Prime),0.5633,High
L108817,764,56500.0,5.9,7000.0,36,1.5,1,13,81.5,MORTGAGE,debt_consolidation,South,2023,1,A (Super-Prime),0.4686,Moderate
L108818,692,49900.0,20.6,10200.0,36,14.3,0,6,15.8,MORTGAGE,debt_consolidation,Midwest,2025,0,C (Prime),0.3911,Low
L108819,613,32500.0,8.7,7600.0,36,6.9,0,7,12.9,RENT,home_improvement,Northeast,2022,0,D (Near-Prime),0.519,Moderate
L108820,563,52800.0,9.2,7500.0,36,0.6,0,11,64.3,MORTGAGE,credit_card,Midwest,2022,0,E (Subprime),0.6613,Severe
L108821,632,76600.0,8.6,7200.0,60,2.5,0,9,39.7,OWN,debt_consolidation,South,2023,0,D (Near-Prime),0.4996,Moderate
L108822,673,118900.0,6.1,19000.0,36,0.4,1,9,22.5,OWN,debt_consolidation,Northeast,2022,0,C (Prime),0.3489,Low
L108823,703,57900.0,11.7,20500.0,36,1.0,0,11,29.1,MORTGAGE,credit_card,West,2025,1,B (Prime+),0.433,Low
L108824,748,39900.0,7.4,9500.0,36,3.0,2,3,66.1,MORTGAGE,credit_card,South,2024,0,B (Prime+),0.4722,Moderate
L108825,640,93200.0,8.5,15900.0,36,40.0,0,9,79.6,RENT,medical,South,2025,0,D (Near-Prime),0.344,Low
L108826,625,47000.0,19.3,9800.0,36,1.6,2,4,35.0,MORTGAGE,other,Midwest,2024,1,D (Near-Prime),0.6207,High
L108827,728,46400.0,9.4,7100.0,36,0.3,0,8,65.7,MORTGAGE,debt_consolidation,West,2022,1,B (Prime+),0.4728,Moderate
L108828,754,51800.0,25.5,26100.0,36,2.1,1,8,71.5,MORTGAGE,medical,West,2025,0,A (Super-Prime),0.5758,High
L108829,646,70600.0,22.5,8900.0,36,0.6,0,9,45.9,MORTGAGE,auto,South,2024,0,D (Near-Prime),0.5714,High
L108830,699,28600.0,9.4,12300.0,36,2.1,0,8,1.7,OWN,debt_consolidation,South,2022,0,C (Prime),0.4022,Low
L108831,767,55100.0,17.9,3800.0,60,9.9,0,10,58.4,MORTGAGE,debt_consolidation,West,2025,0,A (Super-Prime),0.4031,Low
L108832,698,50800.0,9.1,4300.0,36,0.1,0,11,60.7,RENT,credit_card,South,2024,0,C (Prime),0.5214,Moderate
L108833,674,42100.0,29.5,6500.0,60,1.9,1,2,69.8,MORTGAGE,small_business,West,2025,0,C (Prime),0.6847,Severe
L108834,542,119600.0,11.2,19500.0,36,1.2,0,7,30.2,RENT,debt_consolidation,Midwest,2022,0,E (Subprime),0.5392,Moderate
L108835,764,24000.0,9.7,12500.0,36,18.9,1,6,39.5,MORTGAGE,credit_card,Midwest,2025,0,A (Super-Prime),0.3133,Low
L108836,719,51300.0,2.6,39900.0,60,0.5,1,11,54.5,RENT,debt_consolidation,Midwest,2025,0,B (Prime+),0.5058,Moderate
L108837,686,57500.0,9.4,2900.0,60,2.1,0,6,60.9,RENT,credit_card,Midwest,2022,1,C (Prime),0.4727,Moderate
L108838,647,57800.0,7.1,8700.0,60,7.3,0,5,19.3,RENT,auto,South,2023,0,D (Near-Prime),0.4116,Low
L108839,596,108400.0,18.3,9400.0,36,2.3,0,7,22.7,MORTGAGE,auto,Midwest,2022,1,D (Near-Prime),0.4499,Low
L108840,671,18500.0,17.8,10000.0,36,9.2,0,9,51.4,MORTGAGE,auto,West,2022,0,C (Prime),0.5358,Moderate
L108841,670,44100.0,7.9,8400.0,60,1.3,0,5,33.8,MORTGAGE,debt_consolidation,West,2024,0,C (Prime),0.4896,Moderate
L108842,749,33900.0,15.1,4100.0,36,5.5,0,9,33.5,OWN,small_business,South,2023,0,B (Prime+),0.3991,Low
L108843,598,26000.0,17.3,7000.0,60,10.7,0,6,30.7,MORTGAGE,credit_card,West,2023,1,D (Near-Prime),0.5752,High
L108844,771,38800.0,11.0,19800.0,60,4.7,0,9,41.9,MORTGAGE,medical,West,2023,0,A (Super-Prime),0.3815,Low
L108845,680,63700.0,22.6,6900.0,36,7.1,0,5,8.3,RENT,debt_consolidation,Midwest,2025,0,C (Prime),0.4324,Low
L108846,755,45300.0,25.5,6900.0,60,10.2,0,9,85.2,MORTGAGE,debt_consolidation,West,2024,0,A (Super-Prime),0.5248,Moderate
L108847,614,135500.0,9.7,8400.0,60,3.6,0,9,66.8,MORTGAGE,auto,Northeast,2023,0,D (Near-Prime),0.4548,Moderate
L108848,700,24600.0,12.6,2500.0,36,9.5,0,5,10.0,MORTGAGE,medical,South,2023,0,C (Prime),0.3971,Low
L108849,757,61600.0,2.5,3200.0,36,7.9,0,6,6.4,OWN,credit_card,Midwest,2025,0,A (Super-Prime),0.2118,Low
L108850,685,60600.0,14.5,4900.0,36,1.5,0,8,47.6,MORTGAGE,home_improvement,West,2025,1,C (Prime),0.5118,Moderate
L108851,582,55500.0,4.7,2300.0,60,2.4,0,12,52.9,MORTGAGE,debt_consolidation,West,2024,0,D (Near-Prime),0.6235,High
L108852,656,71800.0,6.6,8800.0,60,3.7,0,5,33.5,MORTGAGE,auto,Midwest,2023,1,C (Prime),0.3955,Low
L108853,712,46400.0,17.6,5700.0,60,4.1,0,5,46.5,RENT,other,South,2023,0,B (Prime+),0.4802,Moderate
L108854,586,67400.0,10.3,8500.0,60,15.8,0,8,52.6,RENT,credit_card,Midwest,2025,0,D (Near-Prime),0.527,Moderate
L108855,583,46600.0,12.0,9100.0,36,1.3,1,4,32.4,MORTGAGE,debt_consolidation,Northeast,2025,0,D (Near-Prime),0.6567,Severe
L108856,693,41500.0,9.2,5400.0,60,3.2,0,9,33.9,OWN,home_improvement,Midwest,2022,1,C (Prime),0.4374,Low
L108857,615,33500.0,29.8,5600.0,60,5.7,0,14,28.9,MORTGAGE,debt_consolidation,Midwest,2023,0,D (Near-Prime),0.6617,Severe
L108858,722,42900.0,7.0,8100.0,60,0.5,1,6,29.5,MORTGAGE,small_business,Northeast,2023,0,B (Prime+),0.4301,Low
L108859,601,75300.0,17.3,14800.0,60,3.7,0,13,34.8,MORTGAGE,credit_card,Northeast,2024,0,D (Near-Prime),0.5771,High
L108860,558,41600.0,18.5,5800.0,36,5.6,0,10,11.6,MORTGAGE,credit_card,Midwest,2025,1,E (Subprime),0.614,High
L108861,627,75500.0,32.8,22300.0,36,3.4,0,8,49.6,RENT,home_improvement,South,2025,1,D (Near-Prime),0.6808,Severe
L108862,775,48300.0,30.5,11400.0,60,1.3,1,7,23.3,RENT,other,Midwest,2023,0,A (Super-Prime),0.4385,Low
L108863,621,53000.0,30.1,11100.0,36,12.1,0,9,32.2,RENT,small_business,Northeast,2025,0,D (Near-Prime),0.6143,High
L108864,677,100400.0,26.1,4400.0,36,5.1,2,9,24.6,RENT,small_business,Northeast,2024,0,C (Prime),0.4952,Moderate
L108865,693,30000.0,4.1,16100.0,36,4.0,0,10,8.2,RENT,credit_card,South,2024,0,C (Prime),0.4034,Low
L108866,616,51100.0,19.5,1000.0,60,7.6,0,5,35.2,RENT,small_business,West,2025,1,D (Near-Prime),0.586,High
L108867,749,83000.0,9.1,5500.0,36,1.9,1,6,25.2,RENT,small_business,Midwest,2025,0,B (Prime+),0.3264,Low
L108868,689,70500.0,7.9,23900.0,60,1.7,0,14,39.3,RENT,credit_card,West,2025,0,C (Prime),0.4572,Moderate
L108869,706,64500.0,28.8,6900.0,60,8.7,0,8,26.2,MORTGAGE,debt_consolidation,Northeast,2025,0,B (Prime+),0.4709,Moderate
L108870,568,106200.0,9.7,15900.0,60,0.1,0,8,7.2,OWN,small_business,Midwest,2023,0,E (Subprime),0.4635,Moderate
L108871,563,43200.0,12.3,8100.0,36,0.3,0,11,24.4,RENT,credit_card,South,2025,1,E (Subprime),0.6654,Severe
L108872,498,57100.0,29.8,8900.0,36,5.8,0,6,26.3,MORTGAGE,home_improvement,Midwest,2025,0,E (Subprime),0.7524,Severe
L108873,665,127800.0,16.5,7600.0,36,4.5,0,7,43.6,MORTGAGE,credit_card,Midwest,2024,0,C (Prime),0.3635,Low
L108874,663,30500.0,19.9,6300.0,36,6.8,0,10,21.5,MORTGAGE,debt_consolidation,Northeast,2023,0,C (Prime),0.531,Moderate
L108875,725,70800.0,9.8,4400.0,36,7.0,0,6,27.0,RENT,credit_card,West,2023,1,B (Prime+),0.3087,Low
L108876,774,72500.0,13.2,9100.0,60,1.8,1,5,26.8,MORTGAGE,debt_consolidation,Midwest,2025,1,A (Super-Prime),0.3333,Low
L108877,661,63500.0,20.6,17100.0,36,0.1,2,9,22.5,RENT,debt_consolidation,South,2023,0,C (Prime),0.5901,High
L108878,660,66900.0,33.5,17400.0,36,0.5,0,3,16.3,RENT,auto,Midwest,2023,0,C (Prime),0.5298,Moderate
L108879,707,36100.0,6.1,12400.0,36,3.0,0,7,39.9,OWN,debt_consolidation,Midwest,2023,0,B (Prime+),0.4278,Low
L108880,777,58600.0,22.4,12600.0,36,4.8,1,9,9.0,MORTGAGE,credit_card,South,2023,0,A (Super-Prime),0.3278,Low
L108881,624,51400.0,8.2,9800.0,36,0.5,0,13,14.9,OWN,debt_consolidation,West,2025,0,D (Near-Prime),0.5264,Moderate
L108882,718,65500.0,17.6,13200.0,36,1.4,0,12,18.6,RENT,debt_consolidation,Northeast,2025,0,B (Prime+),0.4475,Low
L108883,661,59000.0,11.3,11900.0,60,0.8,0,15,36.1,RENT,debt_consolidation,Midwest,2025,0,C (Prime),0.5453,Moderate
L108884,656,134600.0,12.7,11800.0,60,0.1,0,6,65.7,MORTGAGE,auto,Northeast,2025,0,C (Prime),0.4452,Low
L108885,731,89200.0,10.4,20700.0,36,4.4,0,9,50.9,MORTGAGE,home_improvement,Northeast,2024,0,B (Prime+),0.377,Low
L108886,626,154300.0,5.6,8500.0,36,1.0,0,9,61.8,RENT,small_business,Northeast,2025,1,D (Near-Prime),0.4336,Low
L108887,608,89800.0,4.9,7300.0,36,4.9,0,7,20.7,OWN,debt_consolidation,Northeast,2024,0,D (Near-Prime),0.4306,Low
L108888,721,67900.0,11.3,7900.0,36,1.5,0,10,26.0,OWN,other,South,2022,0,B (Prime+),0.3524,Low
L108889,676,79200.0,8.3,16400.0,36,18.3,1,5,49.2,MORTGAGE,other,South,2022,0,C (Prime),0.3431,Low
L108890,660,105100.0,22.3,25600.0,60,4.2,0,8,45.7,RENT,debt_consolidation,Midwest,2024,1,C (Prime),0.5009,Moderate
L108891,669,37300.0,5.7,2900.0,36,27.9,0,9,52.8,RENT,debt_consolidation,West,2024,0,C (Prime),0.3781,Low
L108892,710,26600.0,8.8,22000.0,60,1.4,0,6,53.4,MORTGAGE,debt_consolidation,West,2025,0,B (Prime+),0.532,Moderate
L108893,654,27500.0,18.8,6100.0,36,3.8,0,7,42.3,RENT,medical,South,2024,1,C (Prime),0.6249,High
L108894,727,79900.0,14.0,7700.0,60,1.9,0,7,55.1,MORTGAGE,other,Northeast,2022,0,B (Prime+),0.397,Low
L108895,705,46700.0,7.2,10800.0,60,1.0,0,10,21.9,MORTGAGE,debt_consolidation,South,2023,0,B (Prime+),0.4233,Low
L108896,774,47900.0,7.3,13900.0,60,9.0,1,7,20.7,MORTGAGE,home_improvement,Midwest,2023,0,A (Super-Prime),0.2857,Low
L108897,760,58300.0,12.9,17400.0,36,5.2,0,5,66.3,OWN,medical,South,2025,0,A (Super-Prime),0.427,Low
L108898,733,81200.0,11.6,13500.0,36,4.4,1,10,41.2,MORTGAGE,small_business,South,2024,1,B (Prime+),0.3876,Low
L108899,664,45600.0,30.4,4100.0,60,6.6,0,9,19.3,RENT,debt_consolidation,South,2025,0,C (Prime),0.5862,High
L108900,685,37200.0,7.0,6000.0,36,3.3,0,11,54.5,RENT,other,West,2024,0,C (Prime),0.5114,Moderate
L108901,639,43300.0,16.0,17800.0,60,1.3,0,18,60.1,OWN,other,West,2023,0,D (Near-Prime),0.6375,High
L108902,850,79800.0,18.2,10900.0,60,7.1,0,6,58.8,MORTGAGE,credit_card,West,2022,0,A (Super-Prime),0.2354,Low
L108903,663,50300.0,4.3,7600.0,60,0.6,0,6,52.9,MORTGAGE,credit_card,West,2023,0,C (Prime),0.4874,Moderate
L108904,714,73700.0,19.0,7400.0,60,1.3,1,6,49.7,RENT,debt_consolidation,West,2024,1,B (Prime+),0.5079,Moderate
L108905,766,90200.0,8.5,12300.0,36,17.8,0,8,64.1,MORTGAGE,medical,Northeast,2025,1,A (Super-Prime),0.2751,Low
L108906,589,48300.0,13.7,7000.0,36,4.2,1,12,36.9,MORTGAGE,debt_consolidation,Northeast,2023,0,D (Near-Prime),0.6477,Severe
L108907,624,36900.0,22.0,13500.0,36,6.2,1,13,55.6,MORTGAGE,credit_card,South,2022,0,D (Near-Prime),0.6646,Severe
L108908,652,30200.0,5.9,17900.0,36,15.5,0,7,31.6,RENT,auto,Northeast,2023,0,C (Prime),0.4268,Low
L108909,613,42400.0,17.4,7900.0,36,2.2,0,8,28.0,MORTGAGE,medical,South,2025,0,D (Near-Prime),0.625,High
L108910,595,33100.0,4.8,13300.0,36,0.9,0,7,61.4,MORTGAGE,debt_consolidation,South,2024,0,D (Near-Prime),0.6694,Severe
L108911,644,60200.0,2.8,32600.0,36,0.9,0,9,43.4,MORTGAGE,home_improvement,West,2023,0,D (Near-Prime),0.5053,Moderate
L108912,762,29000.0,5.9,11800.0,36,2.3,0,5,53.4,MORTGAGE,debt_consolidation,West,2024,0,A (Super-Prime),0.4112,Low
L108913,725,59200.0,7.2,23600.0,60,14.0,0,14,17.0,OWN,debt_consolidation,Northeast,2023,0,B (Prime+),0.3005,Low
L108914,680,44500.0,27.3,20500.0,60,4.2,0,12,61.9,RENT,home_improvement,South,2024,0,C (Prime),0.6638,Severe
L108915,680,79700.0,26.0,13600.0,36,9.1,1,6,32.2,RENT,credit_card,South,2025,0,C (Prime),0.4863,Moderate
L108916,570,31900.0,11.5,9500.0,36,11.7,0,6,62.0,MORTGAGE,credit_card,South,2025,1,E (Subprime),0.6557,Severe
L108917,723,56900.0,15.4,8700.0,36,15.0,0,14,34.0,OWN,credit_card,Northeast,2025,0,B (Prime+),0.3552,Low
L108918,706,76700.0,19.4,3500.0,36,5.6,1,5,29.3,OWN,debt_consolidation,South,2022,0,B (Prime+),0.407,Low
L108919,608,24900.0,13.3,6600.0,36,5.2,0,11,26.9,MORTGAGE,credit_card,West,2025,0,D (Near-Prime),0.5938,High
L108920,691,64000.0,11.2,8100.0,36,9.3,0,11,49.7,MORTGAGE,credit_card,West,2024,0,C (Prime),0.412,Low
L108921,665,41300.0,4.8,19700.0,60,1.5,0,8,26.4,RENT,credit_card,Midwest,2025,0,C (Prime),0.4762,Moderate
L108922,644,34500.0,13.2,2300.0,60,5.2,0,9,45.9,RENT,debt_consolidation,West,2025,0,D (Near-Prime),0.6014,High
L108923,614,25900.0,17.0,3800.0,36,4.3,1,7,67.5,MORTGAGE,debt_consolidation,South,2023,1,D (Near-Prime),0.7134,Severe
L108924,634,55400.0,24.0,42200.0,60,5.8,0,10,28.3,MORTGAGE,auto,South,2024,1,D (Near-Prime),0.5782,High
L108925,617,40100.0,3.8,4400.0,36,21.9,0,9,23.8,RENT,credit_card,Northeast,2023,0,D (Near-Prime),0.3904,Low
L108926,708,44700.0,34.9,7200.0,60,1.6,0,6,79.3,MORTGAGE,small_business,West,2024,1,B (Prime+),0.6635,Severe
L108927,702,76700.0,18.7,7900.0,60,5.3,1,4,27.1,OWN,home_improvement,West,2022,0,B (Prime+),0.4022,Low
L108928,699,15000.0,34.4,6400.0,36,2.6,0,7,31.6,RENT,home_improvement,Northeast,2025,0,C (Prime),0.6541,Severe
L108929,666,82400.0,31.3,15000.0,60,6.0,0,8,50.2,OWN,debt_consolidation,Midwest,2022,0,C (Prime),0.5368,Moderate
L108930,651,161500.0,18.7,28100.0,36,3.4,0,7,23.8,RENT,credit_card,South,2025,0,C (Prime),0.3497,Low
L108931,811,51600.0,21.2,20000.0,36,0.6,0,6,61.4,MORTGAGE,home_improvement,South,2025,0,A (Super-Prime),0.436,Low
L108932,557,44000.0,16.7,7600.0,60,5.8,0,8,25.7,RENT,small_business,South,2023,0,E (Subprime),0.6579,Severe
L108933,756,50600.0,7.7,8100.0,60,4.5,1,7,72.6,RENT,credit_card,West,2025,0,A (Super-Prime),0.4509,Low
L108934,701,82400.0,5.6,8200.0,60,4.5,1,8,72.8,MORTGAGE,debt_consolidation,South,2022,1,B (Prime+),0.4545,Moderate
L108935,683,176000.0,18.9,10100.0,36,10.3,0,5,15.9,MORTGAGE,credit_card,West,2025,0,C (Prime),0.2115,Low
L108936,645,35700.0,7.0,6600.0,60,10.6,0,4,60.4,OWN,debt_consolidation,West,2023,1,D (Near-Prime),0.5172,Moderate
L108937,664,15000.0,9.9,15000.0,36,3.8,0,8,44.2,MORTGAGE,medical,South,2025,1,C (Prime),0.5949,High
L108938,601,61600.0,16.0,9200.0,36,3.0,0,6,53.4,MORTGAGE,medical,South,2025,1,D (Near-Prime),0.645,High
L108939,588,51200.0,4.1,7900.0,36,1.6,1,13,30.5,MORTGAGE,small_business,Northeast,2023,1,D (Near-Prime),0.5951,High
L108940,671,49100.0,11.1,16100.0,60,5.4,0,8,38.2,MORTGAGE,credit_card,West,2024,0,C (Prime),0.4686,Moderate
L108941,570,47700.0,13.0,3600.0,36,3.2,0,9,22.3,MORTGAGE,debt_consolidation,West,2025,0,E (Subprime),0.6213,High
L108942,733,18300.0,5.4,9600.0,60,5.7,2,12,44.6,RENT,small_business,Northeast,2025,0,B (Prime+),0.5229,Moderate
L108943,751,61800.0,10.8,6700.0,60,2.0,0,7,42.3,MORTGAGE,medical,Northeast,2023,0,A (Super-Prime),0.3823,Low
L108944,454,37300.0,11.7,6800.0,60,5.0,0,9,67.2,MORTGAGE,medical,Northeast,2024,0,E (Subprime),0.8317,Severe
L108945,577,61100.0,4.9,9400.0,60,4.4,0,4,36.9,MORTGAGE,home_improvement,West,2023,0,E (Subprime),0.5507,Moderate
L108946,696,41900.0,7.0,6700.0,60,2.2,0,9,15.7,MORTGAGE,medical,South,2023,0,C (Prime),0.4198,Low
L108947,692,34100.0,6.7,10900.0,36,0.8,0,11,42.4,RENT,credit_card,West,2024,1,C (Prime),0.4963,Moderate
L108948,685,21800.0,9.1,9200.0,36,1.7,0,3,20.3,MORTGAGE,debt_consolidation,Northeast,2024,0,C (Prime),0.4825,Moderate
L108949,706,104400.0,19.1,11200.0,60,10.5,0,9,22.3,RENT,medical,Northeast,2024,1,B (Prime+),0.3453,Low
L108950,727,51000.0,2.3,8200.0,60,4.2,0,6,19.6,MORTGAGE,debt_consolidation,West,2024,0,B (Prime+),0.3263,Low
L108951,734,63000.0,6.5,10500.0,36,5.9,0,6,46.4,RENT,debt_consolidation,Northeast,2023,0,B (Prime+),0.3719,Low
L108952,795,112700.0,18.9,10100.0,60,2.7,1,11,31.8,RENT,small_business,Northeast,2023,0,A (Super-Prime),0.2935,Low
L108953,680,67800.0,27.0,5600.0,36,6.7,0,8,33.8,MORTGAGE,debt_consolidation,Northeast,2024,1,C (Prime),0.5073,Moderate
L108954,734,59700.0,8.4,11900.0,60,1.5,0,9,42.7,MORTGAGE,debt_consolidation,South,2024,0,B (Prime+),0.4149,Low
L108955,573,17200.0,21.0,16900.0,36,9.8,0,4,51.0,RENT,debt_consolidation,Midwest,2023,0,E (Subprime),0.7094,Severe
L108956,670,92700.0,16.9,5300.0,60,4.4,0,10,76.3,MORTGAGE,credit_card,South,2025,0,C (Prime),0.5297,Moderate
L108957,599,81600.0,10.9,11900.0,36,9.1,0,6,43.7,OWN,auto,West,2024,0,D (Near-Prime),0.4767,Moderate
L108958,769,30700.0,10.0,10400.0,60,8.9,0,10,68.9,MORTGAGE,debt_consolidation,West,2025,1,A (Super-Prime),0.4364,Low
L108959,830,25100.0,7.1,17300.0,60,0.7,0,11,34.3,RENT,debt_consolidation,Northeast,2024,0,A (Super-Prime),0.3486,Low
L108960,713,63900.0,25.2,6600.0,36,5.0,0,4,70.4,MORTGAGE,credit_card,Midwest,2024,1,B (Prime+),0.5024,Moderate
L108961,594,48700.0,18.8,18200.0,36,0.5,1,9,25.0,RENT,debt_consolidation,Midwest,2023,0,D (Near-Prime),0.6599,Severe
L108962,671,107200.0,31.7,11000.0,60,2.5,0,11,45.5,MORTGAGE,debt_consolidation,West,2022,0,C (Prime),0.5152,Moderate
L108963,680,27800.0,1.6,12700.0,60,1.0,0,9,14.1,MORTGAGE,debt_consolidation,West,2023,0,C (Prime),0.4347,Low
L108964,691,51200.0,10.7,11300.0,36,3.9,0,9,24.3,MORTGAGE,debt_consolidation,Northeast,2023,0,C (Prime),0.4315,Low
L108965,749,72400.0,4.3,23200.0,60,16.4,0,7,61.5,OWN,home_improvement,West,2022,0,B (Prime+),0.2791,Low
L108966,740,65900.0,17.0,2800.0,36,11.4,0,11,49.3,MORTGAGE,home_improvement,Midwest,2024,0,B (Prime+),0.3703,Low
L108967,506,28900.0,24.8,5000.0,60,2.9,0,5,56.4,MORTGAGE,other,South,2025,1,E (Subprime),0.8169,Severe
L108968,767,26300.0,18.5,8400.0,36,6.4,0,11,34.9,MORTGAGE,small_business,South,2023,0,A (Super-Prime),0.4138,Low
L108969,646,42100.0,22.1,10500.0,60,5.7,2,8,40.2,OWN,debt_consolidation,Midwest,2025,1,D (Near-Prime),0.6393,High
L108970,642,149900.0,3.5,24500.0,60,2.7,0,9,62.7,MORTGAGE,other,Midwest,2024,0,D (Near-Prime),0.3641,Low
L108971,770,35600.0,5.0,7100.0,36,16.4,0,8,25.4,RENT,debt_consolidation,South,2024,0,A (Super-Prime),0.2742,Low
L108972,661,42200.0,9.3,8600.0,36,0.4,0,9,26.1,MORTGAGE,small_business,Northeast,2022,0,C (Prime),0.4915,Moderate
L108973,589,80700.0,35.6,7400.0,36,0.5,0,10,37.7,MORTGAGE,debt_consolidation,Midwest,2024,0,D (Near-Prime),0.687,Severe
L108974,592,66000.0,0.9,7200.0,60,9.0,0,5,29.1,RENT,credit_card,Northeast,2023,0,D (Near-Prime),0.4549,Moderate
L108975,682,103300.0,27.2,6000.0,36,2.3,0,9,6.8,MORTGAGE,credit_card,South,2025,0,C (Prime),0.4002,Low
L108976,737,37900.0,23.7,7500.0,60,7.0,1,7,12.3,RENT,credit_card,South,2025,0,B (Prime+),0.4439,Low
L108977,776,38200.0,23.1,3500.0,60,2.3,0,7,54.6,MORTGAGE,medical,Midwest,2023,0,A (Super-Prime),0.4593,Moderate
L108978,667,79000.0,10.7,13000.0,60,4.2,0,11,25.3,MORTGAGE,home_improvement,West,2024,0,C (Prime),0.426,Low
L108979,648,47200.0,27.6,8800.0,36,5.1,0,5,41.8,MORTGAGE,debt_consolidation,Midwest,2025,1,D (Near-Prime),0.6064,High
L108980,784,52500.0,18.5,13300.0,60,13.3,0,8,24.0,RENT,debt_consolidation,Midwest,2023,0,A (Super-Prime),0.2911,Low
L108981,649,32100.0,11.4,13000.0,60,0.3,1,7,21.5,RENT,home_improvement,West,2024,1,D (Near-Prime),0.5854,High
L108982,773,36200.0,27.1,19700.0,36,7.7,1,9,64.8,OWN,home_improvement,South,2024,0,A (Super-Prime),0.5286,Moderate
L108983,694,36000.0,29.2,8800.0,36,0.4,0,7,22.9,MORTGAGE,debt_consolidation,Midwest,2022,1,C (Prime),0.5394,Moderate
L108984,694,38900.0,22.1,8100.0,36,1.0,0,7,50.8,RENT,credit_card,South,2023,0,C (Prime),0.5718,High
L108985,663,37400.0,7.0,5400.0,36,0.6,0,9,27.1,MORTGAGE,credit_card,Northeast,2024,0,C (Prime),0.4873,Moderate
L108986,698,45200.0,6.8,8300.0,36,1.6,0,10,12.2,OWN,other,Northeast,2024,0,C (Prime),0.3865,Low
L108987,648,44600.0,10.7,7100.0,60,0.6,0,5,3.0,RENT,debt_consolidation,South,2024,0,D (Near-Prime),0.4942,Moderate
